"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oral cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oropharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oropharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oropharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oropharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oropharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oropharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oropharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oropharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oropharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oropharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined","All Heart, mediastinum, pleura, other and ill-defined","2","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined","All Heart, mediastinum, pleura, other and ill-defined","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined","All Heart, mediastinum, pleura, other and ill-defined","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined","All Heart, mediastinum, pleura, other and ill-defined","2","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined","All Heart, mediastinum, pleura, other and ill-defined","4","Age-specific","0.3","0.1","0.7",NA
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined","All Heart, mediastinum, pleura, other and ill-defined","4","Age-specific","0.3","0.1","0.7",NA
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined","All Heart, mediastinum, pleura, other and ill-defined","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined","All Heart, mediastinum, pleura, other and ill-defined","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined","All Heart, mediastinum, pleura, other and ill-defined","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Heart, mediastinum, pleura, other and ill-defined","All Heart, mediastinum, pleura, other and ill-defined","1","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","All Kidney","9","Age-specific","0.7","0.3","1.3",NA
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","All Kidney","11","Age-specific","0.8","0.4","1.4",NA
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","All Kidney","13","Age-specific","1","0.5","1.6",NA
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","All Kidney","7","Age-specific","0.5","0.2","1.1",NA
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","All Kidney","9","Age-specific","0.7","0.3","1.2",NA
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","All Kidney","3","Age-specific","0.2","0","0.6",NA
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","All Kidney","10","Age-specific","0.7","0.4","1.3",NA
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","All Kidney","10","Age-specific","0.7","0.4","1.4",NA
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","All Kidney","8","Age-specific","0.6","0.3","1.2",NA
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","All Kidney","13","Age-specific","0.9","0.5","1.6",NA
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Chromophobe RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Clear cell RCC","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Clear cell RCC","2","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Kidney - other","2","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Kidney - other","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Kidney - other","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Kidney","Kidney - other","3","Age-specific","0.2","0","0.6",NA
