"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","2","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","4","Age-specific","0.3","0.1","0.8",NA
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","15","Age-specific","1.1","0.6","1.8",NA
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","12","Age-specific","0.9","0.5","1.5",NA
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","9","Age-specific","0.7","0.3","1.3",NA
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","8","Age-specific","0.6","0.3","1.1",NA
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","9","Age-specific","0.7","0.3","1.2",NA
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","19","Age-specific","1.4","0.8","2.2",NA
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","12","Age-specific","0.9","0.5","1.5",NA
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","8","Age-specific","0.6","0.3","1.2",NA
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","12","Age-specific","0.9","0.5","1.5",NA
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","17","Age-specific","1.2","0.7","2",NA
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","6","Age-specific","0.4","0.2","1",NA
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","6","Age-specific","0.4","0.2","1",NA
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","2","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","3","Age-specific","0.2","0","0.6",NA
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","2","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","8","Age-specific","0.6","0.3","1.2",NA
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","5","Age-specific","0.4","0.1","0.9",NA
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","4","Age-specific","0.3","0.1","0.8",NA
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","7","Age-specific","0.5","0.2","1.1",NA
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","11","Age-specific","0.8","0.4","1.4",NA
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","9","Age-specific","0.7","0.3","1.3",NA
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","6","Age-specific","0.4","0.2","1",NA
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","7","Age-specific","0.5","0.2","1.1",NA
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","5","Age-specific","0.4","0.1","0.9",NA
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","7","Age-specific","0.5","0.2","1.1",NA
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","11","Age-specific","0.8","0.4","1.4",NA
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","7","Age-specific","0.5","0.2","1.1",NA
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","4","Age-specific","0.3","0.1","0.8",NA
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","5","Age-specific","0.4","0.1","0.9",NA
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","6","Age-specific","0.4","0.2","0.9",NA
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Eye","All Eye","10","Age-specific","0.7","0.4","1.4",NA
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Eye","All Eye","3","Age-specific","0.2","0","0.6",NA
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Eye","All Eye","5","Age-specific","0.4","0.1","0.9",NA
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Eye","All Eye","5","Age-specific","0.4","0.1","0.9",NA
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Eye","All Eye","13","Age-specific","0.9","0.5","1.6",NA
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Eye","All Eye","4","Age-specific","0.3","0.1","0.7",NA
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Eye","All Eye","3","Age-specific","0.2","0","0.6",NA
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Eye","All Eye","7","Age-specific","0.5","0.2","1.1",NA
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Eye","All Eye","8","Age-specific","0.6","0.3","1.2",NA
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Eye","All Eye","12","Age-specific","0.9","0.4","1.5",NA
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","All Head and neck","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","All Head and neck","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","All Head and neck","4","Age-specific","0.3","0.1","0.7",NA
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","All Head and neck","2","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","All Head and neck","2","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","All Head and neck","2","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","All Head and neck","2","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","All Head and neck","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","All Head and neck","5","Age-specific","0.4","0.1","0.9",NA
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","All Head and neck","4","Age-specific","0.3","0.1","0.7",NA
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Larynx","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Larynx","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Major salivary glands","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Major salivary glands","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Major salivary glands","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Major salivary glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Major salivary glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Major salivary glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Major salivary glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Major salivary glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Major salivary glands","2","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Major salivary glands","3","Age-specific","0.2","0","0.6",NA
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Middle ear, and other, and ill-defined head and neck sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasal cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasal cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasal cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasal cavity","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasal cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasal cavity","1","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasal cavity","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasal cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasal cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasal cavity","1","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasopharynx","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasopharynx","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasopharynx","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasopharynx","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Nasopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oral cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oral cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oral cavity","3","Age-specific","0.2","0","0.6",NA
2016,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oral cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oral cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oral cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oral cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oral cavity","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000008","South East","All quintiles","All stages","Head and neck","Oral cavity","1","Age-specific","[u]","[u]","[u]","[note2]"
