"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Hodgkin lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Hodgkin lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Hodgkin lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Hodgkin lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Hodgkin lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Hodgkin lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Hodgkin lymphoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Lymphoplasmacytic lymphoma (LPL) or Waldenstrom","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Lymphoplasmacytic lymphoma (LPL) or Waldenstrom","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Lymphoplasmacytic lymphoma (LPL) or Waldenstrom","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Lymphoplasmacytic lymphoma (LPL) or Waldenstrom","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Lymphoplasmacytic lymphoma (LPL) or Waldenstrom","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Lymphoplasmacytic lymphoma (LPL) or Waldenstrom","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Lymphoplasmacytic lymphoma (LPL) or Waldenstrom","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Lymphoplasmacytic lymphoma (LPL) or Waldenstrom","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Lymphoplasmacytic lymphoma (LPL) or Waldenstrom","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Lymphoplasmacytic lymphoma (LPL) or Waldenstrom","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","1","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Other blood cancer","5","Age-specific","1.5","0.5","3.6",NA
2014,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Other blood cancer","8","Age-specific","2.5","1.1","4.9",NA
2015,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Other blood cancer","8","Age-specific","2.5","1.1","4.9",NA
2016,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Other blood cancer","8","Age-specific","2.5","1.1","4.9",NA
2017,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Other blood cancer","7","Age-specific","2.2","0.9","4.6",NA
2018,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Other blood cancer","5","Age-specific","1.6","0.5","3.8",NA
2019,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Other blood cancer","12","Age-specific","4","2.1","7",NA
2020,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Other blood cancer","9","Age-specific","3.1","1.4","5.8",NA
2021,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Other blood cancer","9","Age-specific","3.2","1.5","6",NA
2022,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Other blood cancer","10","Age-specific","3.4","1.6","6.3",NA
2013,"Females","0 (Under 1)","England","E92000001","England","All quintiles","All stages","Blood cancer","Polycythaemia vera (PCV)","0","Age-specific","[u]","[u]","[u]","[note2]"
